Año;Mes;Lote;Residuo;Distrito;Nombre distrito;Total
2024;JUNIO;2;PILAS;16;HORTALEZA;0,195614417
2024;JUNIO;2;PILAS;19;VICALVARO;0,083683463
2024;JUNIO;2;PILAS;20;SAN BLAS - CANILLEJAS;0,089800353
2024;JUNIO;2;PILAS;21;BARAJAS;0,09022759
2024;JUNIO;2;PUNTOS LIMPIOS;3;RETIRO;2
2024;JUNIO;2;PUNTOS LIMPIOS;5;CHAMARTIN;123,86
2024;JUNIO;2;PUNTOS LIMPIOS;14;MORATALAZ;48,38
2024;JUNIO;2;PUNTOS LIMPIOS;15;CIUDAD LINEAL;115,16
2024;JUNIO;2;PUNTOS LIMPIOS;16;HORTALEZA;86,46
2024;JUNIO;2;PUNTOS LIMPIOS;19;VICALVARO;41,88
2024;JUNIO;2;PUNTOS LIMPIOS;20;SAN BLAS - CANILLEJAS;81,4
2024;JUNIO;2;PUNTOS LIMPIOS;21;BARAJAS;48,82
2024;JUNIO;2;RCD;3;RETIRO;54,06
2024;JUNIO;2;RCD;4;SALAMANCA;44,66
2024;JUNIO;2;RCD;5;CHAMARTIN;125,32
2024;JUNIO;2;RCD;14;MORATALAZ;68,52
2024;JUNIO;2;RCD;15;CIUDAD LINEAL;114,04
2024;JUNIO;2;RCD;16;HORTALEZA;110,41
2024;JUNIO;2;RCD;19;VICALVARO;72,8
2024;JUNIO;2;RCD;20;SAN BLAS - CANILLEJAS;73,78
2024;JUNIO;2;RCD;21;BARAJAS;27,02
2024;JUNIO;2;RESTO;3;RETIRO;1248,1
2024;JUNIO;2;RESTO;4;SALAMANCA;1676,56
2024;JUNIO;2;RESTO;5;CHAMARTIN;1665,54
2024;JUNIO;2;RESTO;14;MORATALAZ;953,1
2024;JUNIO;2;RESTO;15;CIUDAD LINEAL;2509,1
2024;JUNIO;2;RESTO;16;HORTALEZA;2245,32
2024;JUNIO;2;RESTO;19;VICALVARO;1584,66
2024;JUNIO;2;RESTO;20;SAN BLAS - CANILLEJAS;2109,9
2024;JUNIO;2;RESTO;21;BARAJAS;779,64
2024;JUNIO;2;ROPA;3;RETIRO;12,75
2024;JUNIO;2;ROPA;4;SALAMANCA;12,61
2024;JUNIO;2;ROPA;5;CHAMARTIN;16,6
2024;JUNIO;2;ROPA;14;MORATALAZ;6,23
2024;JUNIO;2;ROPA;15;CIUDAD LINEAL;13,57
2024;JUNIO;2;ROPA;16;HORTALEZA;12,16
2024;JUNIO;2;ROPA;19;VICALVARO;9,62
2024;JUNIO;2;ROPA;20;SAN BLAS - CANILLEJAS;11,37
2024;JUNIO;2;ROPA;21;BARAJAS;8,39
2024;JUNIO;2;VIDRIO;3;RETIRO;142,66
2024;JUNIO;2;VIDRIO;4;SALAMANCA;407,2
2024;JUNIO;2;VIDRIO;5;CHAMARTIN;180,68
2024;JUNIO;2;VIDRIO;14;MORATALAZ;235,68
2024;JUNIO;2;VIDRIO;15;CIUDAD LINEAL;159,88
2024;JUNIO;2;VIDRIO;16;HORTALEZA;156,64
2024;JUNIO;2;VIDRIO;19;VICALVARO;151,06
2024;JUNIO;2;VIDRIO;20;SAN BLAS - CANILLEJAS;304,54
2024;JUNIO;2;VIDRIO;21;BARAJAS;118,9
2024;JUNIO;2;VIDRIO COMERCIAL;4;SALAMANCA;154,96
2024;JUNIO;3;ANIMALES MUERTOS;99;SIN DISTRITO;10,2
2024;JUNIO;3;CARTON COMERCIAL;2;ARGANZUELA;43,78
2024;JUNIO;3;CARTON COMERCIAL;11;CARABANCHEL;38,98
2024;JUNIO;3;CARTON COMERCIAL;12;USERA;37,14
2024;JUNIO;3;CARTON COMERCIAL;13;PUENTE DE VALLECAS;46,62
2024;JUNIO;3;CARTON COMERCIAL;17;VILLAVERDE;28,02
2024;JUNIO;3;CARTON COMERCIAL;18;VILLA DE VALLECAS;24,96
2024;JUNIO;3;CLINICOS;12;USERA;161,36
2024;JUNIO;3;CLINICOS;13;PUENTE DE VALLECAS;32,32
2024;JUNIO;3;ENVASES;2;ARGANZUELA;490,62
2024;JUNIO;3;ENVASES;11;CARABANCHEL;988,98
2024;JUNIO;3;ENVASES;12;USERA;508,78
2024;JUNIO;3;ENVASES;13;PUENTE DE VALLECAS;932,8
2024;JUNIO;3;ENVASES;17;VILLAVERDE;418,48
2024;JUNIO;3;ENVASES;18;VILLA DE VALLECAS;392,34
2024;JUNIO;3;ORGANICA;2;ARGANZUELA;732,48
2024;JUNIO;3;ORGANICA;11;CARABANCHEL;1898,3
2024;JUNIO;3;ORGANICA;12;USERA;1000,34
2024;JUNIO;3;ORGANICA;13;PUENTE DE VALLECAS;1650,66
2024;JUNIO;3;ORGANICA;17;VILLAVERDE;1188,34
2024;JUNIO;3;ORGANICA;18;VILLA DE VALLECAS;1888,34
2024;JUNIO;3;PAPEL-CARTON;2;ARGANZUELA;377,02
2024;JUNIO;3;PAPEL-CARTON;11;CARABANCHEL;341,18
2024;JUNIO;3;PAPEL-CARTON;12;USERA;198,42
2024;JUNIO;3;PAPEL-CARTON;13;PUENTE DE VALLECAS;277,9
2024;JUNIO;3;PAPEL-CARTON;17;VILLAVERDE;222,64
2024;JUNIO;3;PAPEL-CARTON;18;VILLA DE VALLECAS;193,72
2024;JUNIO;3;PILAS;2;ARGANZUELA;0,092564665
2024;JUNIO;3;PILAS;11;CARABANCHEL;0,161408314
2024;JUNIO;3;PILAS;12;USERA;0,139519627
2024;JUNIO;3;PILAS;13;PUENTE DE VALLECAS;0,084158117
2024;JUNIO;3;PILAS;17;VILLAVERDE;0,085591704
2024;JUNIO;3;PILAS;18;VILLA DE VALLECAS;0,044017846
2024;JUNIO;3;PUNTOS LIMPIOS;2;ARGANZUELA;75,1
2024;JUNIO;3;PUNTOS LIMPIOS;11;CARABANCHEL;60,32
2024;JUNIO;3;PUNTOS LIMPIOS;12;USERA;41,02
2024;JUNIO;3;PUNTOS LIMPIOS;13;PUENTE DE VALLECAS;53,02
2024;JUNIO;3;PUNTOS LIMPIOS;17;VILLAVERDE;45,16
2024;JUNIO;3;PUNTOS LIMPIOS;18;VILLA DE VALLECAS;90,7
2024;JUNIO;3;RCD;2;ARGANZUELA;37,7
2024;JUNIO;3;RCD;11;CARABANCHEL;79,88
2024;JUNIO;3;RCD;12;USERA;37,86
2024;JUNIO;3;RCD;13;PUENTE DE VALLECAS;49,93
2024;JUNIO;3;RCD;17;VILLAVERDE;93,36
2024;JUNIO;3;RCD;18;VILLA DE VALLECAS;64,44
2024;JUNIO;3;RESTO;2;ARGANZUELA;1577,3
2024;JUNIO;3;RESTO;11;CARABANCHEL;3389
2024;JUNIO;3;RESTO;12;USERA;1442,8
2024;JUNIO;3;RESTO;13;PUENTE DE VALLECAS;3090,84
2024;JUNIO;3;RESTO;17;VILLAVERDE;2420,72
2024;JUNIO;3;RESTO;18;VILLA DE VALLECAS;2325,2
2024;JUNIO;3;RESTO;99;SIN DISTRITO;6,044
2024;JUNIO;3;ROPA;2;ARGANZUELA;20,41
2024;JUNIO;3;ROPA;11;CARABANCHEL;12,025
2024;JUNIO;3;ROPA;12;USERA;16,39
2024;JUNIO;3;ROPA;13;PUENTE DE VALLECAS;9,425
2024;JUNIO;3;ROPA;17;VILLAVERDE;6,805
2024;JUNIO;3;ROPA;18;VILLA DE VALLECAS;15,64
2024;JUNIO;3;VIDRIO;2;ARGANZUELA;294,28
2024;JUNIO;3;VIDRIO;11;CARABANCHEL;253,02
2024;JUNIO;3;VIDRIO;12;USERA;206,6
2024;JUNIO;3;VIDRIO;13;PUENTE DE VALLECAS;136,58
2024;JUNIO;3;VIDRIO;17;VILLAVERDE;153,72
2024;JUNIO;3;VIDRIO;18;VILLA DE VALLECAS;66,34
